Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
1615 OCH,1615 ORETHA CASTLE HALEY BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.940200107895, -90.080118408626)",3677745.75694,525916.038077
QUEEN & CRESCENT HOTEL,344 CAMP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9500548215129, -90.0690015589368)",3681226.95074,529538.247873
GRAVIER,427 GRAVIER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9503827328973, -90.0671396439374)",3681815.24776,529663.999105
STATELY HOME GUEST HOUSE,1247 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9673462418768, -90.0653193590801)",3682323.41461,535838.931975
HOTEL INDIGO- MAIN,2203 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9341678890235, -90.0809848850771)",3677495.31573,523719.503355
JEFF DAVIS,2011 IBERVILLE ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9622615057352, -90.0798442216657)",3677744.83253,533939.329925
CHEZ PALMIERS BED & BREAKFAST,1744 N RAMPART ST,4703 - BED & BREAKFAST INNS,,,,"(29.9671512417022, -90.061961096692)",3683387.4813,535779.804743
APARIUM HOTEL GROUP,2031 SAINT CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9350756233905, -90.0795900214212)",3677933.48789,524054.419644
CHIMES BED & BREAKFAST (THE),1146 CONSTANTINOPLE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9238081372383, -90.097235933889)",3672388.88775,519896.428664
A & C CORPORATION,7418 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0118887587892, -90.0000917217)",3702787.00727,552270.623318
THE QUEEN ANNE HOTEL,1625 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9371896068797, -90.0751952175749)",3679316.96482,524838.397116
730 Poland Ave Apt D,730 Poland Ave Apt D,Short Term Rental Commercial Owner,1,2,03/13/2023 11:59:59 PM,"(29.9613916128213, -90.0329404740238)",3692599.65,533788.51
FIVE CONTINENTS,1731 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9705983676472, -90.0699975311805)",3680829.19087,537005.166344
THE PELHAM HOTEL,444 COMMON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9509562480917, -90.0672192807159)",3681787.72476,529872.271553
NOLA ST CLAUDE,1919 ST CLAUDE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.968440487755, -90.0598530092364)",3684049.72642,536256.034503
MAISON DE LA LUZ,546 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9487664800841, -90.0720417481114)",3680269.36738,529059.14944
ESPLANADE GUEST HOUSE,1206 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.966602629909, -90.0648853325669)",3682463.8278,535570.047878
MAISON DE LAGNIAPPE,1021 KERLEREC ST,4703 - BED & BREAKFAST INNS,,,,"(29.9664171101074, -90.0623227127793)",3683275.94882,535511.576966
MARGARET PLACE,1133 MARGARET PL,4703 - BED & BREAKFAST INNS,,,,"(29.9408186072843, -90.0724639370304)",3680167.4733,526167.541438
GRENOBLE HOUSE,329 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9567614880811, -90.0691594706169)",3681150.03816,531976.486915
LA GALERIE,131 DECATUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9526473874606, -90.0666242553475)",3681969.35208,530489.314306
ORLEANS HOUSE LLC,1800 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9595672360186, -90.0790729846822)",3677999.75579,532962.26458
DOUBLETREE NEW ORLEANS,300 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9508476328934, -90.0660964437057)",3682143.72834,529836.705729
MARAIS HOUSE,1123 MARAIS ST,4703 - BED & BREAKFAST INNS,,,,"(29.966029076082, -90.0677665258845)",3681553.89218,535351.395206
WYNDHAM NEW ORLEANS,124 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9536453665486, -90.0685501287426)",3681355.49378,530845.47949
KATE & DAVES BED & BREAKFAST,715 ST FERDINAND ST,4703 - BED & BREAKFAST INNS,,,,"(29.9647291424097, -90.0492765746206)",3687413.4799,534943.823942
MARQUETTE HOUSE HOTEL,2253 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.934401491949, -90.0826292798969)",3676973.57262,523798.761339
"DELTA PROFICIENT MANAGEMENT, LLC",201 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9531843163535, -90.0723445776528)",3680155.78946,530664.581762
2512 Verbena St,2512 Verbena St,Short Term Rental Residential Owner,2,4,03/22/2023 11:44:45 AM,"(29.999823271035, -90.0519771009371)",3686415.72,547695.8
SUITE JAZZ ON FRENCHMEN,628 FRENCHMEN ST,4703 - BED & BREAKFAST INNS,,,,"(29.9641536154133, -90.0578837462014)",3684690.57161,534704.103686
HG NEW ORLEANS CONVENTION CENTER,1001 S PETERS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9416950126385, -90.0659604150431)",3682223.61666,526508.956862
THE SYD,1730 CLIO ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9423958559625, -90.0758583903508)",3679086.15368,526729.273022
WELCOME ABROAD LLC,2233 BURGUNDY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9667159114861, -90.0555253942859)",3685426.8966,535644.168646
DAUZAT HOUSE,337 BURGUNDY ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9574038277462, -90.0697140121985)",3680971.86677,532208.128515
BLAKE HOTEL NEW ORLEANS,500 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9490707599578, -90.0706250944808)",3680716.76725,529174.737728
NEW ORLEANS MARRIOTT HOTEL-[H/P],555 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9524876262548, -90.0676123037327)",3681657.1156,530427.761794
HOLIDAY INN DTN SUPERDOME HTM,330 LOYOLA AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9531649061825, -90.0750644675439)",3679294.58299,530648.055362
HOSTEEVA,4333 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9771763302441, -90.1036598553152)",3670145.81108,539281.230346
MARCELIN'S ON NAPOLEON,3110 NAPOLEON AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9415609449304, -90.1040180789874)",3670171.3483,526328.89491
1437 N Prieur St,1437 N Prieur St,Short Term Rental Residential Owner,3,6,04/08/2023 11:59:59 PM,"(29.9719943088712, -90.0707320638675)",3680591.04,537510.22
HOTEL ROYAL,1006 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9605501291591, -90.0623662120733)",3683285.8404,533377.97242
RIVER HOUSE NEW ORLEANS,625 MARIGNY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9643103210079, -90.0550797965532)",3685577.73929,534770.980742
HOUSE OF THE RISING SUN,335 PELICAN AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9522866489113, -90.0524263302249)",3686466.77052,530408.117378
LAMOTHE HOUSE,621 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9631892770117, -90.0593299801524)",3684236.55516,534348.340357
BEST WESTERN FRENCH QUARTER   LANDMARK HOTEL,920 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9624623231638, -90.0663770715928)",3682008.16271,534059.252613
W.M.COX,2109 CHARTRES ST,4703 - BED & BREAKFAST INNS,,,,"(29.9636562037499, -90.0574602933431)",3684826.66185,534524.719109
GARDEN DISTRICT B & B,2418 MAGAZINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9276689851813, -90.0796110372927)",3677956.30075,521361.025849
ROYAL PALMS MOTEL,7800 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0126805890446, -89.9955488506431)",3704221.34007,552575.31919
ROYAL SONESTA HOTEL,300 BOURBON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9556490451257, -90.0679949678944)",3681523.24488,531576.031683
5221 Hawthorne Pl,5221 Hawthorne Pl,Short Term Rental Residential Owner,2,4,01/20/2024 03:01:25 AM,"(29.9872542392927, -90.1110606809875)",3667763.72,542920.89
2137 Louisiana Ave,2137 Louisiana Ave,Short Term Rental Commercial Owner,5,10,03/15/2023 11:59:59 PM,"(29.9336995399177, -90.0938614035299)",3673418.88,523504.85
3027 Iberville St,3027 Iberville St,Short Term Rental Residential Owner,3,6,06/15/2023 11:59:59 PM,"(29.96913049776, -90.0900210849966)",3674495.4,536402.05
1332 St Roch Ave,1332 St Roch Ave,Short Term Rental Residential Owner,2,4,06/15/2023 11:59:59 PM,"(29.9715860993838, -90.052563309781)",3686344.95,537425.62
7820 Green St,7820 Green St,Short Term Rental Residential Owner,2,4,06/22/2023 11:59:59 PM,"(29.949104842815, -90.1240102085638)",3663810.9,529004.77
5701 Willow St,5701 Willow St,Short Term Rental Residential Owner,3,6,06/19/2023 11:59:59 PM,"(29.9392808416094, -90.1123026063483)",3667556.48,525471.71
1740 Josephine St,1740 Josephine St,Short Term Rental Residential Owner,5,10,06/21/2023 11:59:59 PM,"(29.9364484129707, -90.0812838358203)",3677391.57,524547.75
7938 Nelson St,7938 Nelson St,Short Term Rental Residential Owner,1,2,06/20/2023 11:59:59 PM,"(29.9558471723387, -90.1186961296741)",3665467.75,531474.34
1380 Magazine St Apt 1A,1380 Magazine St Apt 1A,Short Term Rental Residential Owner,1,2,06/17/2023 11:59:59 PM,"(29.9364110061692, -90.0713735225965)",3680530.46,524568.58
326 Olivier St,326 Olivier St,Short Term Rental Residential Owner,1,2,03/28/2023 08:56:36 AM,"(29.952617600004, -90.0496927733629)",3687331.04,530538.15
1661 N Claiborne Ave,1661 N Claiborne Ave,Short Term Rental Commercial Owner,5,10,06/20/2023 11:59:59 PM,"(29.9734581375657, -90.0640232298427)",3682709.17,538065.99
812 Gravier St Apt 505,812 Gravier St Apt 505,Short Term Rental Commercial Owner,1,2,05/14/2023 11:59:59 PM,"(29.9519258649127, -90.0714875702999)",3680432.21,530209.95
10140 Hayne Blvd 202,10140 Hayne Blvd 202,Short Term Rental Residential Owner,2,4,07/13/2023 11:59:59 PM,"(30.049620639912, -89.9830712859124)",3708011.82,566054.44
812 Gravier St Apt 504,812 Gravier St Apt 504,Short Term Rental Commercial Owner,1,2,05/14/2023 11:59:59 PM,"(29.9519330257878, -90.0714858376316)",3680432.73,530212.56
451 Girod St Apt 201,451 Girod St Apt 201,Short Term Rental Commercial Owner,2,4,11/08/2023 11:59:59 PM,"(29.9469274001464, -90.0684588337357)",3681411.37,528402.9
334 Carondelet St Unit 209,334 Carondelet St Unit 209,Short Term Rental Commercial Owner,1,2,07/12/2023 11:59:59 PM,"(29.9508693072199, -90.071349005897)",3680480.32,529826.23
6316 Patton St,6316 Patton St,Short Term Rental Residential Owner,3,6,07/11/2023 11:59:59 PM,"(29.9219628873102, -90.1267919070369)",3663033.93,519125.64
2935 Ursulines Ave,2935 Ursulines Ave,Short Term Rental Residential Owner,1,2,07/16/2023 11:59:59 PM,"(29.9763425182868, -90.0833170881684)",3676589.35,539047.71
5560 Maple Ridge Dr,5560 Maple Ridge Dr,Short Term Rental Residential Owner,3,6,07/10/2023 11:59:59 PM,"(30.0433917724013, -89.9314482260048)",3724370.57,563985.52
1515 St Charles Ave Apt 202,1515 St Charles Ave Apt 202,Short Term Rental Commercial Owner,2,4,07/10/2023 11:59:59 PM,"(29.9389173006291, -90.0760838839851)",3679028.62,525463.56
812 Gravier St Apt 405,812 Gravier St Apt 405,Short Term Rental Commercial Owner,1,2,05/13/2023 11:59:59 PM,"(29.9519190254693, -90.0714712040876)",3680437.42,530207.52
812 Gravier St Apt 509,812 Gravier St Apt 509,Short Term Rental Commercial Owner,1,2,05/14/2023 11:59:59 PM,"(29.9518997421932, -90.0715021428095)",3680427.7,530200.4
812 Gravier St Apt 512,812 Gravier St Apt 512,Short Term Rental Commercial Owner,1,2,05/14/2023 11:59:59 PM,"(29.9518787926012, -90.0715084393355)",3680425.79,530192.76
5518 Eads St,5518 Eads St,Short Term Rental Residential Owner,3,6,07/12/2023 11:59:59 PM,"(30.0156357036406, -90.0503105504071)",3686878.82,553451.72
2472 Dauphine St,2472 Dauphine St,Short Term Rental Residential Owner,1,2,07/12/2023 11:59:59 PM,"(29.9657629913387, -90.0521854397163)",3686488.26,535309.46
812 Gravier St Apt 410,812 Gravier St Apt 410,Short Term Rental Commercial Owner,1,2,05/13/2023 11:59:59 PM,"(29.9518876142555, -90.0714820224103)",3680434.12,530196.06
1816 N Claiborne Ave,1816 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,07/10/2023 11:59:59 PM,"(29.9727985914258, -90.0614352121163)",3683531.19,537835.24
4431 Canal St Apt B,4431 Canal St Apt B,Short Term Rental Commercial Owner,5,10,07/12/2023 11:59:59 PM,"(29.9775479109669, -90.1044317524709)",3669899.99,539413.73
812 Gravier St Apt 502,812 Gravier St Apt 502,Short Term Rental Commercial Owner,1,2,05/13/2023 11:59:59 PM,"(29.9519463419132, -90.0714807428984)",3680434.29,530217.42
1900 Charbonnet St,1900 Charbonnet St,Short Term Rental Residential Owner,2,4,07/10/2023 11:59:59 PM,"(29.9690385459582, -90.0113809211677)",3699394.05,536647.32
812 Gravier St Apt 511,812 Gravier St Apt 511,Short Term Rental Commercial Owner,1,2,05/14/2023 11:59:59 PM,"(29.9518845185041, -90.0715061879714)",3680426.48,530194.85
1629 Pauline St,1629 Pauline St,Short Term Rental Residential Owner,2,4,07/14/2023 11:59:59 PM,"(29.9718824417798, -90.0353933609414)",3691779.77,537594.55
812 Gravier St Apt 409,812 Gravier St Apt 409,Short Term Rental Commercial Owner,1,2,05/13/2023 11:59:59 PM,"(29.951895231975, -90.0714791786972)",3680434.99,530198.84
1500 N Dorgenois St,1500 N Dorgenois St,Short Term Rental Residential Owner,1,2,07/05/2023 11:59:59 PM,"(29.9767833496041, -90.0751879739807)",3679161.17,539236.18
434 Opelousas Ave,434 Opelousas Ave,Short Term Rental Commercial Owner,5,10,07/14/2023 11:59:59 PM,"(29.9489538069978, -90.051208227864)",3686866.06,529200.49
3923 Cadillac St,3923 Cadillac St,Short Term Rental Residential Owner,3,6,07/11/2023 11:59:59 PM,"(29.9970581563141, -90.0817496828643)",3677003.29,546586.14
1359 St Anthony St,1359 St Anthony St,Short Term Rental Residential Owner,1,2,07/26/2023 11:59:59 PM,"(29.9706805855699, -90.0616269307943)",3683479.04,537064.38
4226 S Carrollton Ave,4226 S Carrollton Ave,Short Term Rental Commercial Owner,2,4,07/13/2023 11:59:59 PM,"(29.9700025656021, -90.1048670109782)",3669791.61,536668.47
1210 Carondelet St Unit B,1210 Carondelet St Unit B,Short Term Rental Commercial Owner,3,6,06/01/2023 11:59:59 PM,"(29.9417576778547, -90.0751243792954)",3679321.16,526499.76
4917 De Montluzin St Apt B,4917 De Montluzin St Apt B,Short Term Rental Residential Owner,3,6,07/19/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",-1,-1
2110 Burgundy St Apt 3,2110 Burgundy St Apt 3,Short Term Rental Commercial Owner,2,4,07/21/2023 11:59:59 PM,"(29.9662941312858, -90.0575786082667)",3684778.52,535483.55
"1721 Robert C Blakes, SR Dr Apt 2","1721 Robert C Blakes, SR Dr Apt 2",Short Term Rental Commercial Owner,4,8,07/21/2023 11:59:59 PM,"(29.9380504848714, -90.078300011353)",3678330.21,525140.66
817 Robert St,817 Robert St,Short Term Rental Residential Owner,2,4,07/18/2023 11:59:59 PM,"(29.9197056853343, -90.1090294399355)",3668669.17,518364.52
1225 Governor Nicholls St,1225 Governor Nicholls St,Short Term Rental Residential Owner,3,6,07/21/2023 11:59:59 PM,"(29.9657576305732, -90.0662540006645)",3682033.88,535257.98
2110 Burgundy St Apt 1,2110 Burgundy St Apt 1,Short Term Rental Commercial Owner,3,6,07/21/2023 11:59:59 PM,"(29.9663450257121, -90.0575862955659)",3684775.88,535502.03
965 Wilson Dr,965 Wilson Dr,Short Term Rental Residential Owner,2,4,07/18/2023 11:59:59 PM,"(29.9801002976355, -90.0911198916881)",3674104.26,540387.32
2110 Burgundy St Apt 2,2110 Burgundy St Apt 2,Short Term Rental Commercial Owner,3,6,07/21/2023 11:59:59 PM,"(29.966319365818, -90.0575803701117)",3684777.86,535492.72
LE MERIDIEN,333 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9489511175088, -90.0661964576515)",3682119.68354,529146.713216
1020 N Robertson St,1020 N Robertson St,Short Term Rental Residential Owner,4,8,07/20/2023 11:59:59 PM,"(29.9661099557465, -90.0698660678502)",3680888.81,535373.47
618 Arabella St,618 Arabella St,Short Term Rental Residential Owner,2,4,07/25/2023 11:59:59 PM,"(29.9199743989089, -90.1184774165191)",3665675.31,518430.38
1626 Gentilly Blvd,1626 Gentilly Blvd,Short Term Rental Residential Owner,1,2,07/19/2023 11:59:59 PM,"(29.9812754276033, -90.077134746142)",3678526.94,540862.91
7100 Sycamore St,7100 Sycamore St,Short Term Rental Residential Owner,2,4,07/20/2023 11:59:59 PM,"(29.9497269533964, -90.116009962194)",3666341.98,529257.82
616 S Lopez St,616 S Lopez St,Short Term Rental Commercial Owner,3,6,07/21/2023 11:59:59 PM,"(29.9637877963156, -90.0962128906487)",3672555.98,534438.02
MARK & RON'S B&B,1625 PAUGER ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.9669475247736, -90.060200973604)",3683945.58863,535711.913351
5460 Douglass St,5460 Douglass St,Short Term Rental Residential Owner,1,2,07/19/2023 11:59:59 PM,"(29.9555033770228, -90.0193090640334)",3696940.37,531696.58
1433 Dauphine St,1433 Dauphine St,Short Term Rental Residential Owner,2,4,07/19/2023 11:59:59 PM,"(29.9653193202765, -90.0612041467776)",3683634.54,535116.31
618 S Lopez St,618 S Lopez St,Short Term Rental Commercial Owner,1,2,07/21/2023 11:59:59 PM,"(29.9637660194555, -90.0962336894666)",3672549.48,534430.03
1023 N Dupre St,1023 N Dupre St,Short Term Rental Residential Owner,1,2,07/18/2023 11:59:59 PM,"(29.9752153373568, -90.083037331999)",3676682.39,538638.79
1240 Mandeville St,1240 Mandeville St,Short Term Rental Residential Owner,2,4,07/19/2023 11:59:59 PM,"(29.9706263433425, -90.0546467583288)",3685689.22,537069.25
605 S Solomon St,605 S Solomon St,Short Term Rental Residential Owner,3,6,07/17/2023 11:59:59 PM,"(29.9712384828191, -90.1063520211589)",3669316.63,537112.86
721 Mandeville St,721 Mandeville St,Short Term Rental Residential Owner,2,4,07/15/2023 11:59:59 PM,"(29.9652472713093, -90.0540158432215)",3685910.81,535115.45
1207 Carondelet St Unit C,1207 Carondelet St Unit C,Short Term Rental Commercial Owner,1,2,07/19/2023 11:59:59 PM,"(29.9419379961166, -90.0753257704656)",3679256.66,526564.63
1238 N Robertson St,1238 N Robertson St,Short Term Rental Residential Owner,5,10,07/19/2023 11:59:59 PM,"(29.9681872561845, -90.0679839651231)",3681476.38,536135.43
2411 Napoleon Ave B,2411 Napoleon Ave B,Short Term Rental Residential Owner,3,6,07/21/2023 11:59:59 PM,"(29.9345801204907, -90.1025848390299)",3670652.52,523795.28
900 Bartholomew St Unit 521,900 Bartholomew St Unit 521,Short Term Rental Commercial Owner,1,2,07/17/2023 11:59:59 PM,"(29.9636928348741, -90.0364592641101)",3691476.01,534612.69
8425 Pritchard Pl,8425 Pritchard Pl,Short Term Rental Residential Owner,1,2,07/17/2023 11:59:59 PM,"(29.9622383605506, -90.1197226267466)",3665118.09,533794.98
1014 Canal St Apt 401,1014 Canal St Apt 401,Short Term Rental Commercial Owner,2,4,07/21/2023 11:59:59 PM,"(29.9549777418179, -90.0724615265804)",3680111.58,531316.33
520 S Dorgenois St,520 S Dorgenois St,Short Term Rental Commercial Owner,4,8,07/17/2023 11:59:59 PM,"(29.9605543666208, -90.089308754908)",3674754.79,533285.89
1450 Henriette Delille St,1450 Henriette Delille St,Short Term Rental Residential Owner,2,4,07/21/2023 11:59:59 PM,"(29.9675257807612, -90.0634567282582)",3682912.43,535910.75
1014 Canal St Apt 402,1014 Canal St Apt 402,Short Term Rental Commercial Owner,1,2,07/21/2023 11:59:59 PM,"(29.9549635498127, -90.0724756642981)",3680107.16,531311.12
2409 D'abadie St,2409 D'abadie St,Short Term Rental Residential Owner,2,4,07/21/2023 11:59:59 PM,"(29.9793567352859, -90.0714110723738)",3680346.58,540185.11
1818 Carondelet St Unit 1,1818 Carondelet St Unit 1,Short Term Rental Commercial Owner,4,8,07/21/2023 11:59:59 PM,"(29.9368425632316, -90.0789620011924)",3678125.36,524699.12
1624 Gentilly Blvd,1624 Gentilly Blvd,Short Term Rental Residential Owner,2,4,07/19/2023 11:59:59 PM,"(29.9812464053682, -90.0771394708129)",3678525.56,540852.34
2110 Burgundy St Apt 4,2110 Burgundy St Apt 4,Short Term Rental Commercial Owner,2,4,07/21/2023 11:59:59 PM,"(29.9662680370133, -90.0575760994082)",3684779.42,535474.07
1014 Canal St Apt 301,1014 Canal St Apt 301,Short Term Rental Commercial Owner,2,4,07/21/2023 11:59:59 PM,"(29.9550217116796, -90.0724182115473)",3680125.12,531332.47
2328 Joseph St,2328 Joseph St,Short Term Rental Residential Owner,5,10,07/26/2023 11:59:59 PM,"(29.937291606074, -90.1129603573727)",3667355.87,524746.13
1830 Burgundy St,1830 Burgundy St,Short Term Rental Residential Owner,3,6,07/18/2023 11:59:59 PM,"(29.9662018475651, -90.0611784601162)",3683639.11,535437.32
331 N Salcedo St,331 N Salcedo St,Short Term Rental Residential Owner,2,4,07/28/2023 11:59:59 PM,"(29.9707095215588, -90.0893440914081)",3674703.51,536978.57
"1721 Robert C Blakes, SR Dr Apt 1","1721 Robert C Blakes, SR Dr Apt 1",Short Term Rental Commercial Owner,3,6,07/21/2023 11:59:59 PM,"(29.9380330506318, -90.0782654984658)",3678341.21,525134.44
1629 Music St,1629 Music St,Short Term Rental Residential Owner,2,4,03/22/2023 02:00:04 PM,"(29.9746499350423, -90.0513529110907)",3686715.7,538544.03
1207 Carondelet St Unit B,1207 Carondelet St Unit B,Short Term Rental Commercial Owner,1,2,07/19/2023 11:59:59 PM,"(29.9419760983104, -90.075295671924)",3679266.04,526578.59
3686 Louisiana Avenue Prkwy,3686 Louisiana Avenue Prkwy,Short Term Rental Residential Owner,5,10,07/21/2023 11:59:59 PM,"(29.9473259238338, -90.1002293031883)",3671348.69,528438.15
1830 Esplanade Ave,1830 Esplanade Ave,Short Term Rental Residential Owner,3,6,07/15/2023 11:59:59 PM,"(29.9709416154763, -90.0712111090763)",3680443.59,537125.75
2377 Leon C Simon Dr,2377 Leon C Simon Dr,Short Term Rental Residential Owner,2,4,07/17/2023 11:59:59 PM,"(30.0259204427365, -90.0569801886995)",3684726.47,557168.09
1925 Third St,1925 Third St,Short Term Rental Residential Owner,3,6,07/19/2023 11:59:59 PM,"(29.9348777883531, -90.086450519596)",3675761.42,523958.77
1207 Carondelet St Unit D,1207 Carondelet St Unit D,Short Term Rental Commercial Owner,1,2,07/19/2023 11:59:59 PM,"(29.9419573191623, -90.0753104020102)",3679261.45,526571.71
1401 S Rampart St,1401 S Rampart St,Short Term Rental Residential Owner,2,4,07/20/2023 11:59:59 PM,"(29.9423515702428, -90.0797080790806)",3677867.15,526699.81
1014 Canal St Apt 302,1014 Canal St Apt 302,Short Term Rental Commercial Owner,1,2,07/21/2023 11:59:59 PM,"(29.9550061134558, -90.0724348302922)",3680119.92,531326.74
1017 Henriette Delille St,1017 Henriette Delille St,Short Term Rental Residential Owner,1,2,07/16/2023 11:59:59 PM,"(29.9640058427681, -90.0670467136697)",3681789.93,534618.19
807 Elysian Fields Ave,807 Elysian Fields Ave,Short Term Rental Residential Owner,2,4,07/20/2023 11:59:59 PM,"(29.9657801685354, -90.0563407266483)",3685172.54,535301.02
1811 Elysian Fields Ave,1811 Elysian Fields Ave,Short Term Rental Commercial Owner,3,6,06/28/2023 11:59:59 PM,"(29.9759640527598, -90.0569331007671)",3684943.73,539002.17
522 S Dorgenois St,522 S Dorgenois St,Short Term Rental Commercial Owner,4,8,07/17/2023 11:59:59 PM,"(29.9605341366572, -90.0893272613987)",3674749.01,533278.47
1207 Carondelet St Unit A,1207 Carondelet St Unit A,Short Term Rental Commercial Owner,1,2,07/19/2023 11:59:59 PM,"(29.9419213387632, -90.075338074024)",3679252.83,526558.53
812 Solomon Pl,812 Solomon Pl,Short Term Rental Residential Owner,2,4,07/21/2023 11:59:59 PM,"(29.9807985755507, -90.0960776446949)",3672532.01,540624.26
1014 Canal St Apt 303,1014 Canal St Apt 303,Short Term Rental Commercial Owner,2,4,07/21/2023 11:59:59 PM,"(29.9549911989771, -90.072448187646)",3680115.75,531321.27
336 Belleville St,336 Belleville St,Short Term Rental Residential Owner,1,2,07/18/2023 11:59:59 PM,"(29.9523968992092, -90.0478013278927)",3687930.89,530464.61
1014 Canal St Apt 403,1014 Canal St Apt 403,Short Term Rental Commercial Owner,2,4,07/21/2023 11:59:59 PM,"(29.9549479361508, -90.0724906726372)",3680102.47,531305.39
2512 N Rampart St,2512 N Rampart St,Short Term Rental Residential Owner,1,2,07/20/2023 11:59:59 PM,"(29.9677599767989, -90.0516312031116)",3686655.62,536037.6
1619 N Villere St,1619 N Villere St,Short Term Rental Residential Owner,3,6,07/19/2023 11:59:59 PM,"(29.9714405956674, -90.0641104592225)",3682689.68,537332.03
"2015 Martin Luther King, Jr Blvd","2015 Martin Luther King, Jr Blvd",Short Term Rental Residential Owner,2,4,07/28/2023 11:59:59 PM,"(29.9420622382034, -90.0802993735621)",3677681.04,526592.55
1611 Columbus St,1611 Columbus St,Short Term Rental Commercial Owner,2,4,06/20/2023 11:59:59 PM,"(29.9714287991332, -90.0674912131405)",3681619.37,537315.9
1919 Burgundy St Unit C,1919 Burgundy St Unit C,Short Term Rental Commercial Owner,2,4,07/07/2023 11:59:59 PM,"(29.9665670658595, -90.0597361106585)",3684094.31,535575.2
2124 Oretha Castle Haley Blvd,2124 Oretha Castle Haley Blvd,Short Term Rental Commercial Owner,5,10,07/25/2023 11:59:59 PM,"(29.9371576270209, -90.0825894744083)",3676975.24,524801.13
2661 Lepage St,2661 Lepage St,Short Term Rental Residential Owner,1,2,07/07/2023 11:59:59 PM,"(29.9780435541426, -90.0785550208355)",3678090.19,539682.75
4100 Duplessis St,4100 Duplessis St,Short Term Rental Residential Owner,2,4,07/28/2023 11:59:59 PM,"(29.9989790154441, -90.0776319169304)",3678299,547298.9
2438 St Claude Ave Unit 201,2438 St Claude Ave Unit 201,Short Term Rental Commercial Owner,1,2,07/25/2023 11:59:59 PM,"(29.9687789385979, -90.0511321219618)",3686809.49,536409.9
2217 Soniat St,2217 Soniat St,Short Term Rental Residential Owner,3,6,07/26/2023 11:59:59 PM,"(29.9344279925367, -90.1092197912276)",3668551.68,523717.45
